user_session,items
003046ee-aebf-42bc-ac1a-fc7c4d12518c,"['appliances.kitchen.dishwasher', 'electronics.video.tv']"
019cff85-41a1-45b6-992c-8dd61d20b14d,"['appliances.kitchen.coffee_machine', 'appliances.kitchen.washer']"
019d5206-767a-44cd-a2f5-0d98ba80241c,"['apparel.shoes.keds', 'apparel.shoes']"
0219a96f-c17e-48a0-bb55-246dac76e398,"['computers.peripherals.mouse', 'computers.peripherals.monitor']"
02248c53-1655-4e66-8607-626d18e7eb63,"['electronics.video.tv', 'electronics.smartphone']"
02e3014e-1948-4127-b3c2-348ff6f3bce7,"['furniture.bedroom.blanket', 'furniture.bedroom.pillow']"
03045c4a-683a-4138-b1ad-2fb19a80d6df,"['electronics.audio.acoustic', 'computers.notebook']"
0309a2fe-b813-c16a-8388-89bd95996b3e,"['appliances.environment.vacuum', 'auto.accessories.alarm']"
031224bf-7ea3-4845-b343-2cd78f9886e3,"['apparel.shoes.keds', 'apparel.shoes']"
03411af5-98d6-4107-98aa-a53b2131436f,"['electronics.smartphone', 'computers.desktop']"
04219658-3f6a-46c8-9d92-ab399a1c1907,"['appliances.kitchen.grill', 'appliances.kitchen.toster', 'electronics.audio.headphone']"
0480ee57-46fc-4db3-b1e5-c4bbf537cb11,"['accessories.bag', 'accessories.wallet']"
049a46ce-807a-4bc1-be50-a7ce2856f3c9,"['electronics.smartphone', 'appliances.environment.air_heater']"
057234df-6811-4fad-b377-48257c3bf4ef,"['accessories.bag', 'appliances.kitchen.washer']"
05d61272-2a7d-4a1c-aff2-ae7f41a4067b,"['auto.accessories.compressor', 'auto.accessories.winch']"
06695674-34ea-47b0-8b25-2ebaf3037e4b,"['auto.accessories.player', 'electronics.audio.subwoofer']"
06baf84b-1606-4a1a-862e-abab3762372d,"['electronics.telephone', 'electronics.smartphone']"
072a1bcf-7300-44e6-b43a-9ebeab6b0dea,"['computers.desktop', 'computers.components.videocards']"
0743315c-767b-40c0-a2ef-3374f67ab82f,"['electronics.smartphone', 'electronics.clocks']"
08274ca9-ca72-483d-9828-684b4c7f0529,"['appliances.environment.vacuum', 'appliances.personal.hair_cutter']"
0846c307-e454-4f97-b007-08039a751220,"['computers.components.power_supply', 'computers.components.memory']"
0926e453-a93b-451d-aff4-d6e5e0a15f18,"['construction.tools.saw', 'construction.tools.drill']"
097f986d-fbc5-4b74-aaab-f6a5906de67b,"['furniture.bathroom.toilet', 'furniture.living_room.sofa']"
09ba57ec-6170-48e3-be00-b174bcbc8830,"['furniture.living_room.sofa', 'appliances.environment.water_heater']"
0a32687e-d24e-456e-8de5-b9c983361ef8,"['construction.tools.saw', 'construction.tools.drill']"
0af9b932-3053-4c4f-8cdc-46a73f3b018b,"['construction.tools.saw', 'construction.tools.drill']"
0bb8ef31-3148-4a14-9f2e-67f0a4a244f8,"['electronics.smartphone', 'electronics.audio.subwoofer']"
0c580fe2-eb83-46fa-bbb4-a12aaef4cb93,"['electronics.video.tv', 'electronics.audio.headphone']"
0d1a5aee-5912-4fe9-b0c1-47c4b895d52c,"['electronics.smartphone', 'electronics.clocks']"
0e7a78ac-78fa-4744-8907-2106497b742d,"['computers.notebook', 'electronics.audio.headphone']"
0e815cc7-9b49-4ce7-be5e-b4e201f0e3b3,"['auto.accessories.videoregister', 'auto.accessories.player', 'electronics.clocks']"
0e8c74e2-b78a-4abe-8359-96096e25f60c,"['electronics.video.tv', 'electronics.audio.acoustic', 'electronics.audio.music_tools.piano']"
0ef65a5f-b0ac-462d-9a95-2936e3e7ad30,"['computers.peripherals.mouse', 'computers.notebook']"
0fb2ea4b-52cc-45ac-94bc-6faaaec33d5d,"['computers.desktop', 'appliances.kitchen.meat_grinder']"
0ff03f3f-7364-4761-8066-db3cb472cd12,"['auto.accessories.videoregister', 'electronics.audio.subwoofer']"
100b634b-7597-4dbd-8af5-d74a068a70d4,"['appliances.kitchen.meat_grinder', 'appliances.kitchen.washer']"
10595a53-3414-452c-baa0-adb281272db5,"['computers.peripherals.printer', 'furniture.living_room.sofa']"
117e8c85-b924-4193-abdc-85382d26d177,"['auto.accessories.player', 'electronics.audio.subwoofer']"
11c6d513-6707-4e54-970f-67de14095db7,"['computers.components.cooler', 'apparel.shoes', 'appliances.personal.hair_cutter']"
11fa8c11-ec5b-4054-8015-1bca5dd9b69b,"['electronics.smartphone', 'apparel.tshirt', 'apparel.shirt']"
12b64f5e-1335-443f-8fa1-c75c489dd1c1,"['appliances.environment.vacuum', 'appliances.ironing_board']"
12f0bf5d-2d4a-4fe2-8428-4cc7c7284051,"['apparel.belt', 'electronics.clocks']"
131c798d-0cdf-46f8-845b-bc0d23aa1aa1,"['appliances.kitchen.refrigerators', 'appliances.kitchen.washer']"
1377a44a-6a49-4469-b7ad-ab8a2bdd2844,"['electronics.smartphone', 'electronics.clocks']"
14640019-5fa0-4815-9a22-a61c513048a3,"['auto.accessories.videoregister', 'electronics.audio.subwoofer']"
1471de44-b20e-4151-b070-2b28c08230dc,"['electronics.smartphone', 'electronics.clocks']"
14db4314-c9db-4f71-8d08-35ad685a41d9,"['apparel.underwear', 'appliances.environment.air_conditioner']"
14eb3e24-be1b-4952-be2d-bea934a30dfc,"['computers.peripherals.camera', 'computers.peripherals.keyboard']"
15017e7c-cd20-451c-be69-e9a218ff87eb,"['apparel.underwear', 'apparel.shoes']"
15387593-0025-4e4a-949f-eb5b7274e93b,"['apparel.dress', 'apparel.shoes']"
1685ff06-296d-4caa-be37-16e38e27a282,"['electronics.smartphone', 'computers.desktop']"
168a96d3-8003-4527-8773-b6965986a2a2,"['appliances.iron', 'appliances.kitchen.kettle']"
16c6b04f-3139-b8d9-1ffe-19626d61ac77,"['electronics.smartphone', 'electronics.clocks']"
172fc147-c2dd-40ce-9c0c-fd76a694a5c3,"['furniture.kitchen.table', 'furniture.kitchen.chair']"
177482a0-3dd8-4dea-8fe9-79d8507a3d9f,"['electronics.audio.subwoofer', 'electronics.smartphone']"
17b40c3e-191b-4740-86b3-511fa4fa4430,"['electronics.telephone', 'electronics.smartphone']"
17d2d7f0-4193-476b-842f-48af8a41a746,"['auto.accessories.player', 'electronics.audio.subwoofer']"
1866af1c-ecf3-4706-913d-bf87b2ddabce,"['appliances.personal.scales', 'appliances.kitchen.coffee_grinder']"
1916d33a-5d6f-4387-a82a-80cee4226409,"['electronics.smartphone', 'computers.notebook']"
1a4a5f0c-32f9-4cab-a3a0-54e3063ce5de,"['accessories.bag', 'computers.notebook']"
1a639b52-809e-454b-8234-a506cd908790,"['kids.toys', 'apparel.shoes']"
1acd3db0-aac5-4475-bb37-fea16d0a000c,"['apparel.shoes.keds', 'apparel.shoes']"
1b02d793-cfab-4f10-9494-6e1b07589893,"['furniture.kitchen.table', 'apparel.shoes.keds']"
1b0bf983-04a6-4e40-a3fd-200be328015a,"['appliances.kitchen.refrigerators', 'appliances.environment.air_conditioner']"
1b2acbbd-6b97-42ff-8873-a6b338c28d82,"['furniture.kitchen.chair', 'appliances.kitchen.washer']"
1b6dbb43-8fcc-492e-818a-3636088cef32,"['apparel.underwear', 'kids.toys']"
1b7ccfc6-0468-cf6d-6cac-e7082ccf5243,"['electronics.telephone', 'electronics.smartphone']"
1be93769-7b8e-4c33-b4b9-764c212dcd91,"['electronics.video.tv', 'electronics.smartphone']"
1c1a1172-e3d6-4d43-a2e0-3e69e1309450,"['electronics.telephone', 'kids.toys']"
1c41da61-68c6-44e8-9189-756a4e814250,"['appliances.environment.vacuum', 'computers.notebook']"
1c6126ed-0180-4f82-b995-e2ace4d7a3fa,"['furniture.bedroom.bed', 'appliances.kitchen.kettle']"
1d293595-8049-4204-b3a2-3b253503b9a2,"['auto.accessories.player', 'electronics.audio.subwoofer']"
1da9a570-fe5e-4d17-9ad4-2daa0c687d73,"['electronics.clocks', 'electronics.audio.headphone']"
1e3b4bb0-388a-4b79-9fff-571ac3b1c2e5,"['appliances.kitchen.mixer', 'appliances.kitchen.refrigerators']"
1e6c54e5-45a7-4907-a54c-ab1003376079,"['electronics.smartphone', 'electronics.clocks']"
1e733276-030c-452a-ae81-44c5ce1d79a7,"['apparel.shoes.keds', 'apparel.shoes']"
1ed7821a-a2bc-47cb-a3a7-a9eec3a6fa1c,"['electronics.smartphone', 'appliances.kitchen.hood']"
1fffb851-e962-4a22-88e0-e3341119d34e,"['electronics.smartphone', 'electronics.clocks']"
20a91106-b1ec-45de-a0dd-be55d819f7b4,"['electronics.clocks', 'electronics.audio.headphone']"
20e76a8e-3aff-48ee-b64c-2384645ea4bf,"['appliances.kitchen.refrigerators', 'appliances.environment.vacuum']"
216e616d-5311-422c-b5b0-95886d421c99,"['computers.peripherals.mouse', 'computers.peripherals.keyboard']"
21ad6ed5-2d2a-4ac9-9af0-b5cb0ce50ddd,"['appliances.environment.vacuum', 'electronics.smartphone']"
21cc6404-1e65-4528-8950-1ae8244163e1,"['kids.carriage', 'apparel.shoes']"
21f7a10d-6efc-427d-96fe-2af37006e34e,"['apparel.shoes.keds', 'apparel.shoes']"
222b7e79-06e0-485c-a02f-d4d7bc476ab5,"['electronics.smartphone', 'electronics.clocks']"
2252195d-8361-4666-b653-21bd12bfa5b0,"['electronics.video.tv', 'appliances.kitchen.washer']"
22665ace-d91c-489b-9a64-172277a11102,"['computers.desktop', 'computers.notebook']"
22ff6b0f-b66b-4b6d-bdd6-efedf7310c3d,"['appliances.environment.vacuum', 'auto.accessories.player']"
233e0066-44aa-4049-8458-94abc0ae9d0c,"['electronics.smartphone', 'electronics.clocks']"
237f81f8-dc8e-4b68-a240-471b791b771a,"['electronics.telephone', 'electronics.smartphone']"
23c368a3-838c-492f-9442-11b8674b5b9a,"['auto.accessories.compressor', 'electronics.audio.subwoofer']"
23c5e94c-c5ee-4662-8b20-6076654923fd,"['apparel.dress', 'apparel.shoes.keds']"
23e5f41e-ba62-4939-8043-af8b69ca7f9e,"['computers.components.hdd', 'computers.components.memory']"
24791c13-69a1-43aa-9b8a-3488a999edc4,"['apparel.shoes.keds', 'computers.notebook']"
24ac7a77-583d-43fd-9cc6-66143137520a,"['appliances.kitchen.kettle', 'apparel.shoes']"
2574d1b6-7812-4c99-b3d3-4193d0a6a640,"['appliances.environment.vacuum', 'electronics.smartphone']"
260599b0-7f62-4974-9165-0977d52f3fc4,"['furniture.living_room.chair', 'furniture.living_room.cabinet']"
261836fd-c204-4dcd-bc5c-16ce2becb6de,"['apparel.shoes.keds', 'apparel.shoes']"
26345d94-7644-4a99-a7f3-57b7ebcfe8b7,"['appliances.environment.vacuum', 'construction.components.faucet']"
26d4668e-8073-40ad-a05f-44c4c2a493e0,"['electronics.smartphone', 'electronics.clocks']"
2730ddb4-ebe4-4083-bff8-ae1593706c60,"['appliances.iron', 'appliances.kitchen.washer']"
2750fa2f-28c8-4e4f-a303-5447c700f4c8,"['apparel.dress', 'apparel.trousers']"
27a12573-0da4-4311-b055-66f467790169,"['electronics.smartphone', 'appliances.kitchen.washer']"
27ca5b36-6773-418f-b155-719527dc6d32,"['auto.accessories.videoregister', 'auto.accessories.player']"
27f068b3-81a7-4cfb-b20f-2369f83029a7,"['apparel.shoes.keds', 'apparel.shoes']"
28ed19ec-b15d-4010-bf6c-7d06332d242d,"['apparel.shoes.keds', 'appliances.kitchen.blender']"
29050013-2c11-4c2d-b6df-38676fd1179d,"['appliances.environment.vacuum', 'construction.tools.light']"
290c10c1-0f25-48bf-b712-92304593bb5a,"['electronics.smartphone', 'electronics.audio.headphone']"
29369b07-ca2f-415e-89a9-a21b6d5f7e5e,"['construction.tools.saw', 'construction.tools.drill']"
293e0243-cca8-452a-9c55-132fd5e39e12,"['electronics.video.tv', 'apparel.costume']"
294e70b5-04b4-477a-9aa9-5e2a66824f4a,"['electronics.smartphone', 'computers.notebook']"
298c7fb8-42df-4858-93d2-8333188de06e,"['appliances.kitchen.refrigerators', 'electronics.smartphone']"
29d5c541-4f55-4464-ab38-0c2400a3c96b,"['electronics.tablet', 'electronics.clocks']"
2a02f381-b84e-4858-9e8f-6917a79bc622,"['computers.desktop', 'electronics.audio.headphone']"
2a1ce1f0-f0d4-409a-af91-844356f83638,"['electronics.video.tv', 'accessories.bag']"
2a3cca42-bd33-452a-adeb-55ac89db31e8,"['accessories.bag', 'computers.notebook']"
2b5e6cd3-20f8-42c2-9e84-3df8c55ab92c,"['electronics.smartphone', 'electronics.audio.headphone']"
2b61696f-4e0b-47b3-9886-33b0d9ab5ac8,"['appliances.kitchen.refrigerators', 'appliances.kitchen.washer']"
2b71e826-2aad-4670-97e7-ccc660dd4564,"['apparel.shoes.keds', 'electronics.smartphone']"
2bcc7b27-f627-4a27-914a-a07f4eae7822,"['apparel.shoes.keds', 'apparel.costume']"
2bfbae10-3bea-4ae7-93a7-7f67518d0886,"['electronics.smartphone', 'computers.notebook']"
2ccc8ebf-2ba6-4ede-9293-4b67892631a0,"['appliances.kitchen.refrigerators', 'electronics.video.tv']"
2cf694ca-1c40-4c95-a118-4dacb94ff030,"['appliances.kitchen.refrigerators', 'computers.desktop']"
2dc36f68-4ad6-4fba-b51f-c0c1783c733e,"['appliances.environment.vacuum', 'appliances.kitchen.grill']"
2dc8543c-03d9-4acb-be95-0085e221e7dd,"['electronics.smartphone', 'computers.notebook']"
2e7e3925-db7a-4060-8a80-755619365c82,"['accessories.wallet', 'apparel.shoes']"
2e8a62b7-b379-4d7c-be0a-65a00aa6bad2,"['electronics.video.tv', 'appliances.environment.water_heater']"
2ec31425-593c-4e64-9f0b-c1a0e8ed2147,"['auto.accessories.player', 'electronics.clocks']"
2f3a1d46-a515-4b29-b0d8-ee72d686e61b,"['appliances.environment.vacuum', 'appliances.kitchen.microwave']"
311cff43-4462-4f9c-8d27-ab991bc3e0a4,"['apparel.shoes.keds', 'apparel.shoes.step_ins']"
31bf5223-0d83-4cbb-a425-6a1570d50297,"['electronics.video.tv', 'computers.notebook']"
31c5391f-1614-4f41-83e5-a79d4999e220,"['computers.desktop', 'electronics.audio.headphone']"
327317f9-d39f-4a24-b123-5fa9d17c310c,"['computers.components.motherboard', 'computers.desktop']"
32c36dba-cd15-47ae-bc5f-b90a649dacce,"['computers.peripherals.monitor', 'computers.components.hdd']"
3304f30f-f756-403d-9de7-f864e69622cb,"['accessories.bag', 'electronics.smartphone', 'electronics.audio.headphone']"
3317fc42-603b-49be-9bc5-eb0d380a0433,"['appliances.kitchen.kettle', 'apparel.shoes']"
332ba714-8008-44a6-bff0-1576c334517d,"['electronics.smartphone', 'computers.peripherals.monitor']"
337e8282-e4d8-475b-8d1c-598aa81b92ad,"['appliances.environment.vacuum', 'furniture.kitchen.chair']"
3430dbe6-887c-4ec6-b7eb-20e648b4f86f,"['appliances.environment.vacuum', 'appliances.kitchen.meat_grinder']"
34d00bcc-148b-4f85-a1c1-95e0317b6397,"['furniture.living_room.sofa', 'appliances.kitchen.hood']"
3560e323-0e93-4aa4-b4ff-10f2bf6d99e3,"['furniture.bedroom.bed', 'furniture.living_room.cabinet']"
35990441-1eb0-4086-a860-4b7fa6e48023,"['apparel.tshirt', 'apparel.shirt']"
3623f01b-df7f-459c-ac0e-181810bb7fa6,"['electronics.smartphone', 'electronics.tablet']"
366297a3-8167-4108-ac31-de816decefbe,"['electronics.smartphone', 'electronics.clocks']"
368a4968-7847-46c2-a19e-34615708d444,"['electronics.smartphone', 'computers.peripherals.monitor']"
36db354f-9e75-4dde-b31b-3b73a1aeb02b,"['apparel.shoes.ballet_shoes', 'apparel.shoes.keds']"
36fd0ed0-f87d-4178-82d9-5c541491ae99,"['computers.components.hdd', 'computers.notebook']"
37076fd0-1b3a-4331-993f-420870566291,"['electronics.video.tv', 'electronics.smartphone']"
37439232-932c-4f09-9ed9-48a10f7275f3,"['appliances.kitchen.hood', 'construction.tools.generator']"
378d3a54-a001-4a8e-991d-019a9e3f8b51,"['apparel.costume', 'apparel.dress']"
37d6f461-e667-4537-9eea-8174b3d66894,"['apparel.shoes.keds', 'apparel.shoes']"
38000ffe-b84d-4890-a8c8-ed5bdb6ba6d6,"['appliances.kitchen.dishwasher', 'appliances.kitchen.microwave']"
3830c93a-9415-4b13-a4cf-d3d57f306145,"['computers.desktop', 'computers.components.videocards']"
38f0e7e4-dfc8-43d1-ad83-1cec12c8a23d,"['electronics.smartphone', 'electronics.clocks']"
390a383a-ceb1-4865-9dc0-0458543da77e,"['electronics.video.tv', 'computers.notebook']"
398e50aa-7d4b-4529-a3f3-97b3adc51f06,"['appliances.kitchen.refrigerators', 'electronics.video.tv']"
3a6d98f9-c257-4351-9cd9-f5807c331286,"['auto.accessories.compressor', 'auto.accessories.winch']"
3a90fc86-de61-4aab-acfe-12d91e219733,"['appliances.kitchen.juicer', 'appliances.personal.scales']"
3ac5a261-e1e9-429e-b15a-f644e02ba6a8,"['appliances.kitchen.oven', 'appliances.kitchen.mixer']"
3ba756a6-c056-4610-8ce6-599ead8f2d90,"['appliances.kitchen.juicer', 'appliances.kitchen.blender']"
3bb002a6-114c-4b41-9bc7-beab6344c92b,"['appliances.kitchen.refrigerators', 'appliances.iron']"
3cd59427-143e-43ea-8d97-45d593b97580,"['electronics.video.tv', 'electronics.smartphone']"
3d9c3afd-6257-4b8f-bfbf-67478ab7db40,"['electronics.telephone', 'electronics.smartphone']"
3dbb2c0c-3a3f-4403-aa72-c665eb5fad8c,"['electronics.smartphone', 'apparel.shoes']"
3e0e92da-99cc-426f-8797-c6b7c6366dc3,"['appliances.environment.vacuum', 'furniture.living_room.cabinet']"
3e15a12a-4633-496d-bce1-8bb6b1d31a38,"['electronics.smartphone', 'appliances.kitchen.washer']"
3e37d534-4d80-4f52-9cf0-8c194407c17f,"['computers.components.power_supply', 'computers.components.memory']"
3e8a895e-446d-4097-8f36-3268882789aa,"['electronics.smartphone', 'electronics.audio.headphone']"
3ed05ae4-dc1c-475a-9be4-677203f458e2,"['auto.accessories.videoregister', 'electronics.audio.subwoofer']"
3edda58e-8d90-45e3-9b29-f23edd414960,"['electronics.video.tv', 'kids.skates']"
3efe91df-6a17-4b97-9476-18cbf3356030,"['auto.accessories.videoregister', 'auto.accessories.alarm']"
3f8fbc03-376f-475f-8767-63de1e6ddfad,"['appliances.environment.vacuum', 'construction.tools.drill']"
3fc3ca74-2912-4c4c-8ddd-4b40782253d2,"['apparel.shoes.keds', 'appliances.kitchen.washer']"
3fe84b6d-b469-4f84-9a77-b7fde92c9f14,"['furniture.living_room.chair', 'computers.desktop']"
40af3f79-9aac-4229-b23a-05b7205405cb,"['auto.accessories.parktronic', 'auto.accessories.alarm']"
40f7be17-b8e9-4d6a-bfc0-c0c63c71e194,"['apparel.shoes.keds', 'computers.desktop']"
4150dbf1-9cdc-4318-bdd3-e1d4751818df,"['electronics.smartphone', 'electronics.audio.headphone']"
4151af17-1ddf-44f0-9f56-847610f5917b,"['electronics.smartphone', 'electronics.tablet']"
41c3d9f1-65a3-4ecc-81f9-56981aaff678,"['apparel.costume', 'apparel.tshirt']"
43315462-7326-4908-81c2-b157497cb372,"['electronics.video.tv', 'appliances.kitchen.washer']"
44799127-bb0c-4591-9422-cb55dc78caca,"['electronics.video.tv', 'computers.notebook']"
44b79330-6d09-42e4-9c1c-7fece9caa94a,"['electronics.video.tv', 'appliances.kitchen.washer']"
4500f97f-34d5-4636-87af-58446ee443f2,"['electronics.telephone', 'kids.skates']"
452675a0-b69d-4e5b-861b-b8f54c28d0b8,"['auto.accessories.player', 'electronics.audio.subwoofer']"
4546c0b6-c47b-47a9-b4a4-5a7903f6c04b,"['accessories.bag', 'electronics.clocks']"
458189be-cdb7-4afd-b1f9-9ea481c39f1e,"['electronics.smartphone', 'electronics.tablet']"
45b46a2d-af22-48b2-ac8e-2ba1a3d16ae3,"['auto.accessories.player', 'auto.accessories.alarm']"
45f74f98-001c-472e-ab85-3d4f03f6b9a4,"['appliances.kitchen.hood', 'appliances.kitchen.washer']"
46b59111-0cd5-4d76-b3cd-654305caf65c,"['appliances.kitchen.blender', 'appliances.kitchen.toster']"
47acf280-e0a2-4659-9857-a3230aad03d6,"['furniture.living_room.cabinet', 'furniture.living_room.sofa']"
48501027-314c-425b-97c9-61b6ba8f6d1b,"['appliances.kitchen.oven', 'appliances.kitchen.blender']"
4865ca12-a80d-49df-8e05-b4d2d4f9f840,"['furniture.kitchen.table', 'sport.trainer']"
48b34093-e6b2-414d-9049-df3c5fbd7bc1,"['appliances.kitchen.kettle', 'electronics.audio.headphone']"
48d7bf11-dfb1-4aad-8a59-ad8bf2fcbaba,"['electronics.video.tv', 'computers.components.motherboard']"
48fe3868-8fc2-4157-b105-5e4495544bc4,"['electronics.tablet', 'kids.fmcg.diapers']"
499ea127-4be6-46ee-87aa-4922580d47cc,"['appliances.kitchen.oven', 'appliances.environment.vacuum', 'appliances.kitchen.hob']"
49be3053-6cf1-4083-ae7c-916ed4a6d1cd,"['appliances.kitchen.refrigerators', 'appliances.kitchen.washer']"
49d98887-928d-4479-8cbd-27653956bdef,"['appliances.kitchen.blender', 'appliances.kitchen.meat_grinder']"
49e4171d-73b8-44a5-8c3a-15e79c76815d,"['computers.desktop', 'appliances.kitchen.hob']"
49f28f7c-3295-4733-a401-6ab6d77fba4b,"['appliances.environment.vacuum', 'construction.tools.painting']"
4a231d5a-c998-451e-b5b6-8a50d2d1250b,"['appliances.kitchen.refrigerators', 'appliances.kitchen.hood']"
4a92862c-90e7-4ea9-874f-b0777b5c16c3,"['apparel.shoes.keds', 'auto.accessories.alarm']"
4acb2547-7e19-4da6-88a7-3a1fdccbe5e4,"['appliances.environment.vacuum', 'furniture.living_room.sofa']"
4ace5ac0-5813-4d2e-b908-be925fb2ecf5,"['computers.components.power_supply', 'computers.components.hdd', 'electronics.audio.headphone']"
4aefc162-a619-4c09-b776-de5adb111834,"['appliances.kitchen.refrigerators', 'appliances.kitchen.hob']"
4b14fcbb-675e-4e29-b468-3d7774af9a54,"['appliances.kitchen.dishwasher', 'appliances.kitchen.washer']"
4b9bbafb-ee3e-416e-8d76-aebf57c7a403,"['electronics.smartphone', 'appliances.kitchen.meat_grinder', 'appliances.kitchen.coffee_grinder']"
4cc0de2c-bcdd-4459-b0ae-54657fa8a485,"['accessories.bag', 'apparel.shoes']"
4d6ecdd4-d720-4e3d-8078-61356fa6b57c,"['construction.tools.saw', 'construction.tools.welding']"
4d8dcfee-d03d-4b2b-84b2-978505ddfdea,"['electronics.smartphone', 'electronics.audio.headphone']"
4eddb944-7fc0-4fd0-abf4-0761c3e74a85,"['electronics.smartphone', 'electronics.clocks']"
4ee04a01-3725-4486-b355-87345983e929,"['auto.accessories.player', 'auto.accessories.parktronic']"
4ee75a50-54eb-46bf-b51f-75034a81f726,"['appliances.kitchen.refrigerators', 'appliances.kitchen.hob']"
4f268e62-e3a7-4de2-b0f7-4e5569b49099,"['furniture.kitchen.table', 'furniture.living_room.cabinet']"
4fa5eb7e-3b7d-439c-b8a4-42d465400c53,"['computers.components.hdd', 'computers.components.videocards']"
4fbaf105-3198-4387-a95c-ab61c8d4311e,"['computers.peripherals.mouse', 'computers.peripherals.keyboard']"
50395a5e-3ccc-402b-b2f1-67b25b902cb4,"['computers.peripherals.keyboard', 'auto.accessories.alarm', 'electronics.clocks']"
50ca0f50-f2cf-497b-84cc-20c2b5c8962e,"['apparel.shoes.keds', 'apparel.shoes']"
51516fec-549e-422d-ba42-a0cb34e23b8b,"['accessories.bag', 'accessories.wallet']"
52157990-c3c7-492a-b92d-217081f86e51,"['electronics.video.tv', 'electronics.smartphone']"
525071b3-1f71-4810-848c-5c79b21e5b5a,"['apparel.shoes.keds', 'electronics.smartphone']"
526adb83-4152-47d4-95b1-b3198a9b1ee0,"['electronics.smartphone', 'electronics.audio.headphone']"
52d992e2-09f1-47a3-9d75-925b56f60ebe,"['auto.accessories.radar', 'appliances.kitchen.refrigerators']"
53446514-ee4f-4731-8a9a-77211d2be529,"['auto.accessories.player', 'computers.notebook']"
53b17a40-f4a9-46e9-8869-ae280497d609,"['computers.desktop', 'appliances.personal.scales']"
53e4990e-f218-485b-bbf0-ce0bb30ac79f,"['computers.components.cpu', 'computers.components.videocards']"
53f3d146-6aee-4777-a7c3-7ae60f709b13,"['kids.carriage', 'kids.swing']"
541dc5c9-5e0f-4a90-8ac6-1cf2e6b2e5be,"['apparel.dress', 'apparel.jeans']"
554f9729-2c4c-42c5-b546-f99f02128ac6,"['electronics.clocks', 'electronics.audio.headphone']"
55d47e60-0711-4da7-bbea-79564978a827,"['appliances.kitchen.oven', 'appliances.kitchen.washer']"
561851ba-4812-45e3-9bbf-9a2eceb9ec5d,"['appliances.kitchen.oven', 'appliances.kitchen.refrigerators']"
